,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001,MoSDPOP
3679,AlGhadeer model HHealth center / مركز صحي الغدير,AlGhadeer model HHealth center,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_WAS_36,Wasit Health Department / Azizia Primary Health Care Sector ,Azizia Primary Health Care Sector / قطاع العزيزية للرعاية الصحية الاولية,2022-07-26 07:34:54,45.07283,32.76042,45500.0
3698,Taiba Health Training Center  / مركز صحي طيبة التدريبي,Taiba Health Training Center ,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_WAS_69,"Wasit Health Department / Kut sector, the first part of primary health care ","Kut sector, the first part of primary health care / قطاع الكوت الشطر الاول للرعاية الصحية الاولية",2022-10-12 07:34:54,45.81793,32.50608,45000.0
3700,Al_Hussein Health Center  / مركز صحي الحسين,Al_Hussein Health Center ,Primary Health Care Center - Main,HF_CM_WAS_15,"Wasit Health Department / Kut sector, the first part of primary health care ","Kut sector, the first part of primary health care / قطاع الكوت الشطر الاول للرعاية الصحية الاولية",2022-10-12 07:34:54,45.82732,32.511442,49785.0
3704,Al_Balsam Health Center  / مركز صحي البلسم,Al_Balsam Health Center ,Primary Health Care Center - Main,HF_CM_WAS_12,"Wasit Health Department / Kut sector, the first part of primary health care ","Kut sector, the first part of primary health care / قطاع الكوت الشطر الاول للرعاية الصحية الاولية",2022-10-10 07:34:54,45.82842,32.56467,47720.0
3705,Shaykh saed Alnamudhjii Health Center  / مركز صحي شيخ سعد,Shaykh saed Alnamudhjii Health Center ,Primary Health Care Center - Main,HF_CM_WAS_66,"Wasit Health Department / Kut sector, the first part of primary health care ","Kut sector, the first part of primary health care / قطاع الكوت الشطر الاول للرعاية الصحية الاولية",2022-10-10 07:34:54,46.2704,32.5718,42000.0
3729,nter Jihad  neighborhood health center / مركز صحي حي الجهاد,nter Jihad  neighborhood health center,Primary Health Care Center - Main,HF_CM_WAS_60,"Wasit Health Department / Kut sector, the second part of primary health care ","Kut sector, the second part of primary health care / قطاع الكوت الشطر الثاني للرعاية الصحية الاولية",2022-07-22 07:34:54,45.8209598,32.4760326,39665.0
3731,Al Shifa Health Center / مركز صحي الشفاء,Al Shifa Health Center,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_WAS_31,"Wasit Health Department / Kut sector, the second part of primary health care ","Kut sector, the second part of primary health care / قطاع الكوت الشطر الثاني للرعاية الصحية الاولية",2022-07-21 07:34:54,45.8279818,32.4816147,17400000.0
3736,Al Falahiyah Health center / مركز صحي الفلاحية,Al Falahiyah Health center,Primary Health Care Center - Main,HF_CM_WAS_38,"Wasit Health Department / Kut sector, the second part of primary health care ","Kut sector, the second part of primary health care / قطاع الكوت الشطر الثاني للرعاية الصحية الاولية",2022-07-24 07:34:54,45.8543372,32.5079703,50000.0
3737,Ibn Al Haitham Health center / مركز صحي ابن الهيثم,Ibn Al Haitham Health center,Primary Health Care Center - Main,HF_CM_WAS_3,"Wasit Health Department / Kut sector, the second part of primary health care ","Kut sector, the second part of primary health care / قطاع الكوت الشطر الثاني للرعاية الصحية الاولية",2022-07-24 07:34:54,45.8368412,32.5157986,40659.0
3748,Numaniyah health center  / مركز صحي النعمانية, Numaniyah health center ,Primary Health Care Center - Main,HF_CM_WAS_49,Wasit Health Department / Numaniyah Primary Health Care Sector ,Numaniyah Primary Health Care Sector / قطاع النعمانية للرعاية الصحية الاولية,2022-07-23 07:34:54,45.4172,32.553088,39194.0
3749,Alsadrayn health center / مركز صحي الصدرين,Alsadrayn health center,Primary Health Care Center - Main,HF_CM_WAS_32,Wasit Health Department / Numaniyah Primary Health Care Sector ,Numaniyah Primary Health Care Sector / قطاع النعمانية للرعاية الصحية الاولية,2022-07-21 07:34:54,45.410298,32.545021,43643.0
3762,almashrue health center for primary health care / مركز صحي المشروع,almashrue health center for primary health care,Primary Health Care Center - Main,HF_CM_BBL_131,Babylon Health Department / Kothi primary health care sector,Kothi primary health care sector / قطاع كوثى للرعاية الصحية الاولية,2022-07-25 07:34:54,44.614355,32.77275,61000.0
3764,alkartia health center for primary health caer / مركز صحي الكرطية,alkartia health center for primary health caer,Primary Health Care Center - Branch,HF_CS_BBL_133,Babylon Health Department / Kothi primary health care sector,Kothi primary health care sector / قطاع كوثى للرعاية الصحية الاولية,2022-07-27 07:34:54,44.7236215,32.6651795,49000.0
3768,The Sawwalls of Healthy Health / قطاع الضلوعية للرعاية الصحية الاولية,The Sawwalls of Healthy Health,Health Sector,HS_HM_SS_SLL_10,Salahuddin Health Department / Aldholoiah primary health care sector,Aldholoiah primary health care sector / قطاع الضلوعية للرعاية الصحية الاولية,2022-10-12 07:34:54,44.22711,34.03329,38000.0
3769,The main health center in the dangerous /  المركز الصحي الرئيسي في الضلوعية,The main health center in the dangerous,Primary Health Care Center - Main,HF_CM_SLL_109,Salahuddin Health Department / Aldholoiah primary health care sector,Aldholoiah primary health care sector / قطاع الضلوعية للرعاية الصحية الاولية,2022-10-12 07:34:54,44.227137,34.33318,38000.0
3770,Center Healh The main AlBaqiar / مركزالصحي الرئيسي البجواري, Center Healh The main AlBaqiar,Primary Health Care Center - Main,HF_CM_SLL_110,Salahuddin Health Department / Aldholoiah primary health care sector,Aldholoiah primary health care sector / قطاع الضلوعية للرعاية الصحية الاولية,2022-10-12 07:34:54,44.218442,34.059832,70842.0
3863,Araş health centre / بنطةهىَ ساخلةميىَ ئاراس,Araş health centre,Primary Health Care Center - Main,DHK114,Dohuk / Shekhan sector,Shekhan sector / قطاع شيخان,2023-03-19 07:34:54,43.5165,36.5893,40000.0
3898,shahed d .kawa primary helth car center.main / 1 م ت شەهید د.کاوە, shahed d .kawa primary helth car center.main,Primary Health Care Center - Main,ERB43,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.64005167,36.06489333,40000.0
3899,. bawaje primary helth car center.main / 3 م ت باواجی,. bawaje primary helth car center.main,Primary Health Care Center - Main,ERB44,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.64003167,36.064865,100000.0
3902,Haji kader primary health  care center.main / 4 م ت حاجی قادر,Haji kader primary health  care center.main,Primary Health Care Center - Main,ERB47,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.627475,36.08908333,38250.0
3920,Rheumatology and natural treatment hospital / سنتر روما تولوجى,Rheumatology and natural treatment hospital,Primary Health Care Center - Main specialized,ERB65,Erbil / koyeh sector,koyeh sector / قطاع كويه,2022-08-01 07:34:55,44.54547333,36.29702,1000000.0
3937,specialized Dental center / 	سنتر الاسنان التخصصي,specialized Dental center,Primary Health Care Center - Main specialized,Koy32,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.625735,36.080622,120000.0
3938,Drug store / کوگا ی دەرما ن,Drug store,Primary Health Care Center - Main,کۆی64,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-31 07:34:55,44.649099,36.087393,130000.0
3939,koya directorate of public health / بە ریوە بە رایە تی گشتی تە ندروستی کویە,koya directorate of public health,Other,01,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-02-26 07:34:55,44.650402,36.087421,120000.0
3940,Central public health labratory /  مختبر مرکزی,Central public health labratory,Central Public Health Laboratory,KOY55,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.621948,36.074869,1000000.0
3941,Medical legal of koya / سنترى طب العدلى,Medical legal of koya,Forensic Medicine Center,KOY56,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.6225374,36.081822,50000.0
3947,Dental center / سنترى اسنان,Dental center,Primary Health Care Center - Main specialized,KOY53,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.625735,36.080622,120000.0
3948,Physiotherapy center / سنتر علاج الطبيعى,Physiotherapy center,Primary Health Care Center - Main specialized,KOY24,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.624889,36.08451,1000000.0
3952,Teaching hospital Shahid Dr Khaled  / م. شهيد خالد التعليمي,Teaching hospital Shahid Dr Khaled ,Hospital,KOY46,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-25 07:34:55,44.648415,36.099243,120000.0
3959,Health care center / سە نتە ری خۆپا راستنی تە ندروستی,Health care center,Disease Prevention Sector,44648244 36074782,Erbil / koyeh sector,koyeh sector / قطاع كويه,2023-01-31 07:34:55,44.648244,36.074782,92000.0
3996,Kfri Primary Healthcare Center / مەڵبەندی تەندروستی کفری,Kfri Primary Healthcare Center,Primary Health Care Center - Main,GAR19,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-28 07:34:55,44.95118,34.683146,44000.0
4024,Khanaqin Directorate of Health / بەڕێوەبەرایەتی تەندروستی خانەقین,Khanaqin Directorate of Health,Health Sector,GAR69,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-03-01 07:34:55,45.422704,34.354106,150000.0
4025,Kalar Blood Bank Center / بانكى سەرەکی خوينی کەلار,Kalar Blood Bank Center,Blood Bank Center -Main,GAR52,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-31 07:34:55,45.328285,34.623653,350000.0
4026,Garmian Directorate of Health Prevention / بەرێوەبەرایەتی خۆپاراستنی تەندروستی گەرمیان,Garmian Directorate of Health Prevention,Disease Prevention Sector,GAR29,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-02-13 07:34:55,45.313108,34.621037,350000.0
4027,Kalar Oral and Dental Medical Center / سەنتەری پزیشکی دەم و ددانی کەلار,Kalar Oral and Dental Medical Center,Primary Health Care Center - Main specialized,GAR1,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-28 07:34:55,45.327132,34.622913,350000.0
4028,Radiology Center / سەنتەری تیشك,Radiology Center,Primary Health Care Center - Main specialized,GAR2,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-28 07:34:55,45.328116,34.623677,350000.0
4029,Kalar Psychiatric Training and Treatment Medical Center / سەنتەری پزیشکی ڕاهێنان و چارەسەر دەرونی کەلار,Kalar Psychiatric Training and Treatment Medical Center,Primary Health Care Center - Main specialized,GAR3,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-25 07:34:55,45.326755,34.622926,350000.0
4030,Kalar Artificial Kidney Medical Center / سەنتەری پزیشکی گورچیلەی دەستکرد,Kalar Artificial Kidney Medical Center,Primary Health Care Center - Main specialized,GAR4,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-28 07:34:55,45.327309,34.623677,350000.0
4031,Shaheed Sheray Naqeeb Hospital for Women and Maternity / نەخۆشخانەی شەهید شێرەی نەقیب بۆ ژنان و منداڵبوون,Shaheed Sheray Naqeeb Hospital for Women and Maternity,Hospital,GAR5,Soleimani / Gharamian sector,Gharamian sector / قطاع گه‌رميان,2023-01-25 07:34:55,45.310505,34.632403,350000.0
